X,Y,LED1,LED2,LED3,LED4
1.7825,2.7011,0.00083393,6.32E-05,0.00011576,0.00057861
2.732,0.50831,0.00092854,5.45E-06,0.00063525,0.00020314
1.7334,0.19634,0.0026059,5.89E-06,0.00017688,9.17E-05
3.114,4.6661,7.92E-05,2.78E-05,4.93E-05,0.0037535
3.9831,4.858,3.29E-05,1.18E-05,4.65E-05,0.0067322
3.7294,1.8046,0.00030995,7.69E-06,0.0017017,0.00087756
0.62768,3.221,0.00056345,0.00020734,3.51E-05,0.0002631
4.112,0.33974,0.00023014,1.76E-06,0.0028026,0.00022284
0.12575,1.0396,0.0043332,1.20E-05,4.58E-05,4.66E-05
2.0721,0.19802,0.0016932,5.39E-06,0.0002458,0.00011311
3.657,2.3468,0.00026604,1.10E-05,0.00061542,0.0016067
3.9069,0.75048,0.00029627,3.19E-06,0.017587,0.00032455
1.8364,4.9565,0.00010344,9.10E-05,2.08E-05,0.00072161
